sku1,sku2,association_composite_score
Cheetos Masala Balls (28.0 GRAM),MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.7177222590021062
RiteBite Max Protein 10g Protein Bar Choco Almond,Haldiram's Moong Dal,0.7175039816264659
Cheetos Masala Balls (28.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.7164688996385207
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,RiteBite Max Protein 10g Protein Bar Choco Almond,0.7153112543473221
Chheda's Yellow Banana Chips (170.0 GRAM),Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.7136000308916091
Haldiram's Moong Dal,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.7129577842324049
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.7128191945504659
Cheetos Masala Balls (28.0 GRAM),Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.7119534484966873
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,RiteBite Max Protein 10g Protein Bar Choco Almond,0.7091746304704638
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.7091132427415371
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,RiteBite Max Protein 10g Protein Bar Choco Almond,0.7090307639912988
Chheda's Yellow Banana Chips (170.0 GRAM),MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.70827203232806
Kurkure Green Chutney Style (68.0 GRAM),Cheetos Masala Balls (28.0 GRAM),0.7074616173630711
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.7060319161327897
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Haldiram's Moong Dal,0.7034253722921817
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Haldiram's Moong Dal,0.7000589957375094
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Haldiram's Moong Dal,0.6988608507570296
Cheetos Masala Balls (28.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.695680086194149
Cheetos Masala Balls (28.0 GRAM),RiteBite Max Protein 10g Protein Bar Choco Almond,0.6899766865480648
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.685711411624098
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),RiteBite Max Protein 10g Protein Bar Choco Almond,0.685581829049519
RiteBite Max Protein 10g Protein Bar Choco Almond,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6844841177834455
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6842560496091863
BAY6 Dishwashbar,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.6830046047006945
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6811211835468396
Max Protein Choco Chips Flavoured Biscuits | Maida-free,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6810616770942046
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6799555627094166
BAY6 Dishwashbar,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6796096046418603
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.677752116180694
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Haldiram's Moong Dal,0.6771003794518344
BAY6 Dishwashbar,Haldiram's Moong Dal,0.6759719278825265
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.673939974210273
BAY6 Dishwashbar,RiteBite Max Protein 10g Protein Bar Choco Almond,0.6738825133488204
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.672449000951171
Chheda's Yellow Banana Chips (170.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.671116994535834
Cheetos Cheese Puffs (28.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6703988515580273
RiteBite Max Protein 10g Protein Bar Choco Almond,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6687882425875413
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6682975688952542
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6682008363802971
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,RiteBite Max Protein 10g Protein Bar Choco Almond,0.6674485893509634
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6668021234064445
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6649510587316412
Cheetos Cheese Puffs (28.0 GRAM),Cheetos Masala Balls (28.0 GRAM),0.6645649654644776
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6637340273228356
BAY6 Dishwashbar,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6614981627957592
Kurkure Green Chutney Style (68.0 GRAM),RiteBite Max Protein 10g Protein Bar Choco Almond,0.6604628427651789
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Kurkure Green Chutney Style (68.0 GRAM),0.6604199348147111
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Cheetos Masala Balls (28.0 GRAM),0.6601868813418614
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6596717458774245
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Cheetos Cheese Puffs (28.0 GRAM),0.6577539168794372
RiteBite Max Protein 10g Protein Bar Choco Almond,Chheda's Yellow Banana Chips (170.0 GRAM),0.6575778653682665
Kurkure Green Chutney Style (68.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6564025246970575
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6532966603534611
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6516161251135135
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Haldiram's Moong Dal,0.6514641922899823
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Cheetos Masala Balls (28.0 GRAM),0.6502614051914819
Kurkure Green Chutney Style (68.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6496793107518244
BAY6 Dishwashbar,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6485671146560918
Kurkure Green Chutney Style (68.0 GRAM),Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6475468014385629
Cheetos Masala Balls (28.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6471988356530385
Haldiram's Moong Dal,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6465745607520808
RiteBite Max Protein 10g Protein Bar Choco Almond,Cheetos Masala Balls (28.0 GRAM),0.6464356894383445
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6459292934761593
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Cheetos Cheese Puffs (28.0 GRAM),0.6456104775696931
Cheetos Masala Balls (28.0 GRAM),Haldiram's Moong Dal,0.6455809751010957
Kurkure Green Chutney Style (68.0 GRAM),Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.6448520550720215
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.6448421052631579
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Chheda's Yellow Banana Chips (170.0 GRAM),0.6434716953335051
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6426396775322731
RiteBite Max Protein 10g Protein Bar Choco Almond,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6425819723407346
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6425796517968788
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Haldiram's Moong Dal,0.6410633895994884
BAY6 Dishwashbar,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6402496498278071
BAY6 Dishwashbar,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6346585471944324
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6305154523596739
Cheetos Cheese Puffs (28.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6285232796736129
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.6280798548094374
BAY6 Dishwashbar,Cheetos Cheese Puffs (28.0 GRAM),0.6272347114510728
RiteBite Max Protein 10g Protein Bar Choco Almond,Kurkure Green Chutney Style (68.0 GRAM),0.6266625753653732
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Cheetos Cheese Puffs (28.0 GRAM),0.6260215119709507
Haldiram's Moong Dal,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6259250108978525
Cheetos Masala Balls (28.0 GRAM),Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6257480404803847
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Cheetos Masala Balls (28.0 GRAM),0.6254911486074968
Cheetos Cheese Puffs (28.0 GRAM),Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6243334999962529
BAY6 Dishwashbar,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6239975406540914
Cheetos Masala Balls (28.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6208110659301387
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6192779153216856
Max Protein Choco Chips Flavoured Biscuits | Maida-free,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6183301751807883
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Kurkure Green Chutney Style (68.0 GRAM),0.617689536853788
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Cheetos Masala Balls (28.0 GRAM),0.6167581826238043
Haldiram's Moong Dal,BAY6 Dishwashbar,0.6163470363771866
Haldiram's Moong Dal,Cheetos Masala Balls (28.0 GRAM),0.6162230650379008
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Kurkure Green Chutney Style (68.0 GRAM),0.6120862179578046
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),BAY6 Dishwashbar,0.6113366667863838
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Chheda's Yellow Banana Chips (170.0 GRAM),0.6109246297227271
Cheetos Masala Balls (28.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6107916703277394
Max Protein Choco Chips Flavoured Biscuits | Maida-free,Cheetos Masala Balls (28.0 GRAM),0.6065907440381868
Chheda's Yellow Banana Chips (170.0 GRAM),Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6040653278628048
RiteBite Max Protein 10g Protein Bar Choco Almond,BAY6 Dishwashbar,0.603093323897236
Cheetos Cheese Puffs (28.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.6019517164954014
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Max Protein Choco Chips Flavoured Biscuits | Maida-free,0.5989794437163523
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Kurkure Green Chutney Style (68.0 GRAM),0.5989657695642359
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Cheetos Masala Balls (28.0 GRAM),0.5980199841841667
Kurkure Green Chutney Style (68.0 GRAM),Haldiram's Moong Dal,0.5970739571154444
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.5968421052631578
BAY6 Dishwashbar,Chheda's Yellow Banana Chips (170.0 GRAM),0.5948721666425016
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.5944088526499709
Chheda's Yellow Banana Chips (170.0 GRAM),Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.593832453034862
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,BAY6 Dishwashbar,0.5935702827316224
BAY6 Dishwashbar,Cheetos Masala Balls (28.0 GRAM),0.5934897537169267
Max Protein Choco Chips Flavoured Biscuits | Maida-free,BAY6 Dishwashbar,0.5922377947711136
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,BAY6 Dishwashbar,0.5921718704429186
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Cheetos Masala Balls (28.0 GRAM),0.5916160423704264
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),BAY6 Dishwashbar,0.591237149585277
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.5908108275052384
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.5883606945726783
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.5878157821746898
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.5864580132566615
Chheda's Yellow Banana Chips (170.0 GRAM),BAY6 Dishwashbar,0.5850617803814384
Haldiram's Moong Dal,Kurkure Green Chutney Style (68.0 GRAM),0.5771780622460216
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,Chheda's Yellow Banana Chips (170.0 GRAM),0.5729948842452095
Cheetos Cheese Puffs (28.0 GRAM),BAY6 Dishwashbar,0.5723575025550169
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.5712914374243536
Chheda's Yellow Banana Chips (170.0 GRAM),Cheetos Masala Balls (28.0 GRAM),0.5686458580650469
Aashirvaad 100% Chana Dal Besan (500.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.5684684605592379
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,Chheda's Yellow Banana Chips (170.0 GRAM),0.5670416577261441
Cheetos Masala Balls (28.0 GRAM),BAY6 Dishwashbar,0.566921138439858
Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,BAY6 Dishwashbar,0.5658492302968816
Kurkure Green Chutney Style (68.0 GRAM),Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.5643409749084654
BAY6 Dishwashbar,Kurkure Green Chutney Style (68.0 GRAM),0.5604601144375576
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.5568103454633246
Chheda's Yellow Banana Chips (170.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.5538891905854868
Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.552595161709876
Cheetos Masala Balls (28.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.5522976891310079
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Origami Luncheon Tissue Paper Napkins - 32 X 32 cm - 50 Serviettes,0.5445956888927426
MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,BAY6 Dishwashbar,0.5351215729509906
Kurkure Green Chutney Style (68.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.5312020898462593
Kurkure Green Chutney Style (68.0 GRAM),BAY6 Dishwashbar,0.5286395790294787
Kurkure Green Chutney Style (68.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.48563230696758175
YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,Kurkure Green Chutney Style (68.0 GRAM),0.4815314119309666
