sku1,sku2,association_composite_score
The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7238648051087166
Bingo! Mad Angles Masala Madness Crisps,Cheetos Cheese Puffs (28.0 GRAM),0.7233114723547855
Peppy Tomato Disc (55.0 GRAM),Peppy Cheese Balls (55.0 GRAM),0.7229439312488195
YiPPee! 100% Suji Masala Pasta Treat,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7217189735217253
Uncle Chipps - Spicy Treat,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7213135134242412
Crax Corn Rings Masala Mania Puff Snacks,Haldiram's Moong Dal,0.7210385099908909
Garden Sabudana Chivda Namkeen,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7210012991733968
Chheda's Golden Plain Salted Chips (170.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.7208347501351284
Crax Corn Rings Masala Mania Puff Snacks,Kurkure Masala Munch,0.7205317682628607
Daily Good Saunf / Fennel,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7188954815038512
Haldiram's Bhujia Sev (200.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7182733060281202
Crax Corn Rings Masala Mania Puff Snacks,Let's Try Salted Peanuts,0.7167425973553632
Let's Try Potato Wafers | Vrat | Fasting Chips,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.7159688683739165
Balaji Simply Salted Chips (135.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.7158384843240202
Daily Good Tamarind / Imli (200.0 GRAM),Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,0.7155558488230037
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Daily Good Raw Peanut - Singdana,0.7104927174463375
Lay's Spanish Tomato Tango Potato Chips,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7095519051230592
Cadbury Oreo Chocolate Flavour Creme Sandwich Biscuit,Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.7088309096379499
ZOFF Green Cardamom Whole - Elaichi,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.7057823655798643
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,0.7055506230828554
Crax Corn Rings Masala Mania Puff Snacks,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.7047282046470223
Haldiram's Salted Peanut,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.7028193218068888
Let'S Try Roasted Chana (450.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.7023234761304334
Let'S Try Roasted Chana (450.0 GRAM),Bingo! Mad Angles Masala Madness Crisps,0.7011992073915069
Haldiram's Lite Chiwda (200.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6991462661233059
Crax Crunchy Pipes Salted Puff Snacks,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6971699474278436
Daily Good Tamarind / Imli (200.0 GRAM),Daily Good Raw Peanut - Singdana,0.6967416147644063
Peppy Cheese Balls (55.0 GRAM),Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6960285010539052
Peppy Tomato Disc (55.0 GRAM),Let'S Try Roasted Chana (450.0 GRAM),0.6955825874089608
"Maggi Nutri-licious Masala Veg Atta Noodles, Instant Noodles",YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6932858399052936
Crax Corn Rings Masala Mania Puff Snacks,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6929778617304748
Daily Good Tamarind / Imli (200.0 GRAM),Catch Jeera Whole (100.0 GRAM),0.6919802672011728
Daily Good Tamarind / Imli (200.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6919658652969072
Daily Good Raw Peanut - Singdana,Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,0.6908320933620185
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Daily Good Tamarind / Imli (200.0 GRAM),0.6907885228512767
Bauli Moonfils Croissants Choco Cream (Egg) (50.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6904649802719169
Society Natural Tea (250.0 GRAM),Haldiram's Bhujia Sev (200.0 GRAM),0.6900588268125244
Chheda's Golden Plain Salted Chips (170.0 GRAM),YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6899988073590698
Bingo! Mad Angles Masala Madness Crisps,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6898448174169328
Bingo! Mad Angles Masala Madness Crisps,Haldiram's Moong Dal,0.6881809900762921
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.6879195740237426
Daily Good Tamarind / Imli (200.0 GRAM),Daily Good Cashew | W320 (100.0 GRAM),0.6863930660602765
Let'S Try Roasted Chana (450.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.686346100815934
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6857586949133341
Haldiram's Bhujia Sev (200.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6851582928619888
Let's Try Potato Wafers | Vrat | Fasting Chips,The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),0.6846230753928619
Peppy Tomato Disc (55.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6827970194750118
Cadbury Oreo Chocolate Flavour Creme Sandwich Biscuit,Kurkure Green Chutney Style (68.0 GRAM),0.6822207108881558
Bingo! Mad Angles Masala Madness Crisps,Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6820905004787104
Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.6796307173806065
Let's Try Potato Wafers | Vrat | Fasting Chips,Cheetos Cheese Puffs (28.0 GRAM),0.6792376905431537
Let'S Try Roasted Chana (450.0 GRAM),Let's Try Salted Peanuts,0.6791398244656924
Bingo! Mad Angles Masala Madness Crisps,Let's Try Salted Peanuts,0.6791081167411768
ZOFF Green Cardamom Whole - Elaichi,Chheda's Yellow Banana Chips (170.0 GRAM),0.678621433056439
Society Natural Tea (250.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6759355998596367
Bingo! Mad Angles Masala Madness Crisps,Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6758316562941447
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Catch Jeera Whole (100.0 GRAM),0.6744545786514247
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.6744391322191687
Bingo! Mad Angles Masala Madness Crisps,Chheda's Yellow Banana Chips (170.0 GRAM),0.6736138607263553
Bingo! Mad Angles Masala Madness Crisps,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6732069806288383
Peppy Tomato Disc (55.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6726800259551892
Society Natural Tea (250.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.672410139378047
YiPPee! 100% Suji Masala Pasta Treat,Chheda's Yellow Banana Chips (170.0 GRAM),0.6716232974445452
Garden Sabudana Chivda Namkeen,Let's Try Salted Peanuts,0.6710625373528325
The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6708695369944611
The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.670775731831194
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Let's Try Salted Peanuts,0.6697639810799713
Chheda's Golden Plain Salted Chips (170.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6697166849373237
Let's Try Potato Wafers | Vrat | Fasting Chips,Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6695538869803269
Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6694111249575165
Namaskaram Methi Khakhra,Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.6687470193225304
Let's Try Potato Wafers | Vrat | Fasting Chips,Let's Try Salted Peanuts,0.6687115738021117
Kurkure Red Chilli Chataka Chips (68.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6684389008265068
Society Natural Tea (250.0 GRAM),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.668277966448007
Let'S Try Roasted Chana (450.0 GRAM),Chheda's Golden Plain Salted Chips (170.0 GRAM),0.668067161251068
Parle Hide & Seek Chocolate Chip Biscuits | Trans Fat-free,Kurkure Green Chutney Style (68.0 GRAM),0.667927200800357
Beyond Snack Kerala Banana Chips - Peri Peri (70.0 GRAM),Let's Try Salted Peanuts,0.6677384708908112
ZOFF Green Cardamom Whole - Elaichi,Cheetos Cheese Puffs (28.0 GRAM),0.6677034656094021
Chheda's Golden Plain Salted Chips (170.0 GRAM),Haldiram's Bhujia Sev (200.0 GRAM),0.6673183911447818
Peppy Tomato Disc (55.0 GRAM),Chheda's Golden Plain Salted Chips (170.0 GRAM),0.66714917133523
Chheda's Golden Plain Salted Chips (170.0 GRAM),Let's Try Salted Peanuts,0.6670150066335807
ZOFF Green Cardamom Whole - Elaichi,Let's Try Salted Peanuts,0.6668829941636044
Bingo! Original Style Chilli Sprinkled - Flat Cut Spicy Potato Chips Pack for Snacks,Kurkure Green Chutney Style (68.0 GRAM),0.6645758734829194
Peppy Cheese Balls (55.0 GRAM),Haldiram's Moong Dal,0.6645723370429253
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6637308594789424
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Cheetos Cheese Puffs (28.0 GRAM),0.6633230305023112
Peppy Cheese Balls (55.0 GRAM),Let's Try Salted Peanuts,0.6630661757550369
Garden Sabudana Chivda Namkeen,Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6617332912662477
Mysore Sandal Soap,Cheetos Cheese Puffs (28.0 GRAM),0.6599501361991411
Peppy Tomato Disc (55.0 GRAM),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6598208856029006
Kurkure Yummy PuffCorn Yummy Cheese Chips,Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.6588133145420864
ZOFF Green Cardamom Whole - Elaichi,YiPPee! Magic Masala Noodles with Added Veggies - The Better Noodles,0.6569558318619249
Beyond Snack Kerala Banana Chips - Peri Peri (70.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6566604368630877
Let'S Try Roasted Chana (450.0 GRAM),Haldiram's Moong Dal,0.6564037253627897
Garden Sabudana Chivda Namkeen,The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),0.6561776674937965
The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),Let's Try Salted Peanuts,0.6548476107955457
Daily Good Raw Peanut - Singdana,Daily Good Tamarind / Imli (200.0 GRAM),0.6540127309872519
Maggi Masala-ae-Magic Sabzi Masala,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6535362072205185
Let's Try Salted Peanuts,Chheda's Yellow Banana Chips (170.0 GRAM),0.6530701303525206
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Haldiram's Moong Dal,0.6527599299008232
Daily Good Raw Peanut - Singdana,Lay's American Cream & Onion Potato Chips (48.0 GRAM),0.6527433314886553
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Haldiram's Bhujia Sev (200.0 GRAM),0.6527254829352761
YiPPee! 100% Suji Masala Pasta Treat,Cheetos Cheese Puffs (28.0 GRAM),0.6525255434731023
Chheda's Golden Plain Salted Chips (170.0 GRAM),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6523052684391466
Peppy Cheese Balls (55.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6521182495816642
Chheda's Golden Plain Salted Chips (170.0 GRAM),Haldiram's Moong Dal,0.6518478514044334
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Parle Hide & Seek Chocolate Chip Biscuits | Trans Fat-free,0.6516604666982531
Peppy Tomato Disc (55.0 GRAM),Let's Try Salted Peanuts,0.6511091911717622
Garden Sabudana Chivda Namkeen,Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6503306650669429
"Maggi Nutri-licious Masala Veg Atta Noodles, Instant Noodles",Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.649100471448657
Peppy Cheese Balls (55.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6489539398987548
YiPPee! 100% Suji Masala Pasta Treat,Bingo! Mad Angles Masala Madness Crisps,0.6480472307709718
"Uncle Chipps Potato Chips, Plain Salted Flavour, Crispy Chips & Snacks (48.0 GRAM)",Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6477996141175423
Bauli Moonfils Croissants Choco Cream (Egg) (50.0 GRAM),Cheetos Cheese Puffs (28.0 GRAM),0.6473389508018484
Kurkure Red Chilli Chataka Chips (68.0 GRAM),MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6465229640073665
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Kurkure Green Chutney Style (68.0 GRAM),0.6460293007451186
Kurkure Red Chilli Chataka Chips (68.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.6456293663783025
ZOFF Green Cardamom Whole - Elaichi,Haldiram's Moong Dal,0.645460925657152
Bauli Moonfils Croissants Choco Cream (Egg) (50.0 GRAM),Haldiram's Moong Dal,0.6454371054936425
MAGGI Pazzta Instant Pasta - Cheese Macaroni,Catch Jeera Whole (100.0 GRAM),0.645428061359341
Daily Good Cashew | W320 (100.0 GRAM),Daily Good Tamarind / Imli (200.0 GRAM),0.6452639939360985
Mysore Sandal Soap,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6449448260049371
Let's Try Salted Peanuts,Haldiram's Bhujia Sev (200.0 GRAM),0.6448266565771044
Peppy Cheese Balls (55.0 GRAM),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6442793931517913
Peppy Tomato Disc (55.0 GRAM),The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),0.6438004301997673
YiPPee! 100% Suji Masala Pasta Treat,Let's Try Salted Peanuts,0.6437164011117152
Haldiram's Bhujia Sev (200.0 GRAM),Let's Try Salted Peanuts,0.64360624187527
Daily Good Tamarind / Imli (200.0 GRAM),Parle Hide & Seek Chocolate Chip Biscuits | Trans Fat-free,0.6432695868547542
Let's Try Salted Peanuts,Cheetos Cheese Puffs (28.0 GRAM),0.6426627919045147
Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,Kurkure Green Chutney Style (68.0 GRAM),0.6418452219033633
Let's Try Salted Peanuts,Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6414003048351808
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Lay's American Cream & Onion Potato Chips (48.0 GRAM),0.6393425298106148
"Uncle Chipps Potato Chips, Plain Salted Flavour, Crispy Chips & Snacks (48.0 GRAM)",Kurkure Solid Masti Masala Twisteez (61.0 GRAM),0.6390976109794775
Society Natural Tea (250.0 GRAM),Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6390637491013904
Nestle Milkmaid Partly Skimmed Sweetened Condensed Milk,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6374832850631362
Garden Sabudana Chivda Namkeen,Haldiram's Moong Dal,0.6367627240143369
Britannia Treat Jimjam Naughty Jam Cream Biscuits | Trans Fat-free,Catch Jeera Whole (100.0 GRAM),0.6361516870466805
Let's Try Salted Peanuts,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6358165397277775
Scotch-Brite Scrub Sponge (Pack of 3),Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6357833411135362
ZOFF Green Cardamom Whole - Elaichi,Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6352573942168136
Haldiram's Bhujia Sev (200.0 GRAM),Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6349018246857141
Sunfeast Dark Fantasy Vanilla Cream Dark Crunchy Biscuits | Artificial Colour-free,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6347504994079521
YiPPee! 100% Suji Masala Pasta Treat,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6343244526582857
Beyond Snack Kerala Banana Chips - Peri Peri (70.0 GRAM),Haldiram's Bhujia Sev (200.0 GRAM),0.6339441529838136
Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6338132754436894
Let's Try Salted Peanuts,Haldiram's Moong Dal,0.6337894889979996
Peppy Cheese Balls (55.0 GRAM),RiteBite Max Protein 10g Protein Bar Choco Almond,0.633023070871218
Haldiram's Bhujia Sev (200.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.6330203092936786
Garden Sabudana Chivda Namkeen,Haldiram's Bhujia Sev (200.0 GRAM),0.6327822318823038
Catch Jeera Whole (100.0 GRAM),Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.6323775161063644
Bauli Moonfils Croissants Choco Cream (Egg) (50.0 GRAM),Chheda's Yellow Banana Chips (170.0 GRAM),0.6321312259151519
Peppy Tomato Disc (55.0 GRAM),Haldiram's Moong Dal,0.6318072843518853
Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.63177359314342
Kurkure Solid Masti Masala Twisteez (61.0 GRAM),MAGGI 2-Minute Instant Noodles | Masala Noodles | Made With Quality Spices,0.6317144708053372
Chheda's Golden Plain Salted Chips (170.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6312768499406913
Chheda's Golden Plain Salted Chips (170.0 GRAM),RiteBite Max Protein 10g Protein Bar Choco Almond,0.6310538184756983
Let's Try Potato Wafers | Vrat | Fasting Chips,Haldiram's Moong Dal,0.6308950899814623
Lay's Spanish Tomato Tango Potato Chips,The Theatre Project Gourmet Popcorn - Cheddar Cheese (60.0 GRAM),0.6302815495007275
Daily Good Cashew | W320 (100.0 GRAM),Cadbury Oreo Chocolate Flavour Creme Sandwich Biscuit,0.6294353179776908
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6285434620561051
Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),Cheetos Cheese Puffs (28.0 GRAM),0.6284965466053646
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Chheda's Golden Plain Salted Chips (170.0 GRAM),0.6283602527168156
Catch Jeera Whole (100.0 GRAM),Kurkure Green Chutney Style (68.0 GRAM),0.6282162813181436
Haldiram's Bhujia Sev (200.0 GRAM),Haldiram's Moong Dal,0.6279844468009896
Cadbury Oreo Chocolate Flavour Creme Sandwich Biscuit,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.627797418665418
Chheda's Salt & Pepper Banana Chips,Chheda's Yellow Banana Chips (170.0 GRAM),0.6276952173122385
Let's Try Potato Wafers | Vrat | Fasting Chips,Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6275817695854686
Catch Jeera Whole (100.0 GRAM),Daily Good Tamarind / Imli (200.0 GRAM),0.6274867902881076
Let'S Try Roasted Chana (450.0 GRAM),Sunfeast Dark Fantasy Bourbon Chocolate Cream Biscuits | Trans Fat-free,0.6271978439456618
Aashirvaad Jeera (100.0 GRAM),Haldiram's Moong Dal,0.6266224077386868
"Maggi Nutri-licious Masala Veg Atta Noodles, Instant Noodles",Let's Try Namkeen Combo Pack Of 6 (Crunchy Party Mix Peanut Party Mix Aloo Bhujia),0.6263521036402393
Mysore Sandal Soap,Haldiram's Moong Dal,0.6259850516754282
Lay's American Cream & Onion Potato Chips (48.0 GRAM),Lay's India's Magic Masala Potato Chips,0.6251032466015319
Daily Good Raw Peanut - Singdana,Britannia 50-50 Maska Chaska Biscuits Butter Flavoured Crackers | Trans Fat-free,0.6244696587178569
Bauli Moonfils Croissants Choco Cream (Egg) (50.0 GRAM),Let's Try Salted Peanuts,0.6244664079623857
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Bingo! Mad Angles Masala Madness Crisps,0.6244655552539589
Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,Chheda's Yellow Banana Chips (170.0 GRAM),0.6244596749549589
Namaskaram Mini Bhakarwadi,Aashirvaad 100% Chana Dal Besan (500.0 GRAM),0.6240559247578137
Haldiram's Bhujia Sev (200.0 GRAM),Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.6239003179467371
YiPPee! 100% Suji Masala Pasta Treat,Palekar Jeeo Butter | Toasted Buns With Jeera And Khari | Trans Fat-free,0.62337891906293
ZOFF Green Cardamom Whole - Elaichi,RiteBite Max Protein 10g Protein Bar Choco Almond,0.6230019049080473
Chheda's Small Bhakarwadi,Haldiram's Moong Dal,0.6225694520431363
Uncle Chipps - Spicy Treat,Cheetos Cheese Puffs (28.0 GRAM),0.6225381874907772
